Output file TC-wise cloud fraction (-)
Year	Day	Timestep	Subbasin	LU	TC	value
2000	301	1	69	2	4	 0.30811E+00
2000	302	1	15	1	3	 0.40161E+00
2000	302	1	15	1	2	 0.40161E+00
2000	302	1	15	1	1	 0.40161E+00
2000	302	1	15	2	6	 0.40161E+00
2000	302	1	15	2	5	 0.40161E+00
2000	302	1	15	2	4	 0.40161E+00
2000	302	1	69	1	3	 0.36915E+00
2000	302	1	69	1	2	 0.36915E+00
2000	302	1	69	1	1	 0.36915E+00
2000	302	1	69	2	6	 0.36915E+00
2000	302	1	69	2	5	 0.36915E+00
2000	302	1	69	2	4	 0.36915E+00
2000	303	1	15	1	3	 0.32869E+00
2000	303	1	15	1	2	 0.32869E+00
2000	303	1	15	1	1	 0.32869E+00
2000	303	1	15	2	6	 0.32869E+00
2000	303	1	15	2	5	 0.32869E+00
2000	303	1	15	2	4	 0.32869E+00
2000	303	1	69	1	3	 0.32161E+00
2000	303	1	69	1	2	 0.32161E+00
2000	303	1	69	1	1	 0.32161E+00
2000	303	1	69	2	6	 0.32161E+00
2000	303	1	69	2	5	 0.32161E+00
2000	303	1	69	2	4	 0.32161E+00
2000	304	1	15	1	3	 0.32807E+00
2000	304	1	15	1	2	 0.32807E+00
2000	304	1	15	1	1	 0.32807E+00
2000	304	1	15	2	6	 0.32807E+00
2000	304	1	15	2	5	 0.32807E+00
2000	304	1	15	2	4	 0.32807E+00
2000	304	1	69	1	3	 0.26485E+00
2000	304	1	69	1	2	 0.26485E+00
2000	304	1	69	1	1	 0.26485E+00
2000	304	1	69	2	6	 0.26485E+00
2000	304	1	69	2	5	 0.26485E+00
2000	304	1	69	2	4	 0.26485E+00
2000	305	1	15	1	3	 0.35478E+00
2000	305	1	15	1	2	 0.35478E+00
2000	305	1	15	1	1	 0.35478E+00
2000	305	1	15	2	6	 0.35478E+00
2000	305	1	15	2	5	 0.35478E+00
2000	305	1	15	2	4	 0.35478E+00
2000	305	1	69	1	3	 0.32438E+00
2000	305	1	69	1	2	 0.32438E+00
2000	305	1	69	1	1	 0.32438E+00
2000	305	1	69	2	6	 0.32438E+00
2000	305	1	69	2	5	 0.32438E+00
2000	305	1	69	2	4	 0.32438E+00
2000	306	1	15	1	3	 0.40699E+00
2000	306	1	15	1	2	 0.40699E+00
2000	306	1	15	1	1	 0.40699E+00
2000	306	1	15	2	6	 0.40699E+00
2000	306	1	15	2	5	 0.40699E+00
2000	306	1	15	2	4	 0.40699E+00
2000	306	1	69	1	3	 0.39646E+00
2000	306	1	69	1	2	 0.39646E+00
2000	306	1	69	1	1	 0.39646E+00
2000	306	1	69	2	6	 0.39646E+00
2000	306	1	69	2	5	 0.39646E+00
2000	306	1	69	2	4	 0.39646E+00
2000	307	1	15	1	3	 0.43008E+00
2000	307	1	15	1	2	 0.43008E+00
2000	307	1	15	1	1	 0.43008E+00
2000	307	1	15	2	6	 0.43008E+00
2000	307	1	15	2	5	 0.43008E+00
2000	307	1	15	2	4	 0.43008E+00
2000	307	1	69	1	3	 0.49540E+00
2000	307	1	69	1	2	 0.49540E+00
2000	307	1	69	1	1	 0.49540E+00
2000	307	1	69	2	6	 0.49540E+00
2000	307	1	69	2	5	 0.49540E+00
2000	307	1	69	2	4	 0.49540E+00
2000	308	1	15	1	3	 0.32471E+00
2000	308	1	15	1	2	 0.32471E+00
2000	308	1	15	1	1	 0.32471E+00
2000	308	1	15	2	6	 0.32471E+00
2000	308	1	15	2	5	 0.32471E+00
2000	308	1	15	2	4	 0.32471E+00
2000	308	1	69	1	3	 0.32157E+00
2000	308	1	69	1	2	 0.32157E+00
2000	308	1	69	1	1	 0.32157E+00
